KEY,state,year,month,period,indicator,data_value,state_name,Date,unemployment_rate
IowaSeptember2017,IA,2017,September,12 month-ending,Heroin (T40.1),57,Iowa,9/1/2017,3
OklahomaMarch2018,OK,2018,March,12 month-ending,Heroin (T40.1),57,Oklahoma,3/1/2018,3.7
MaineJuly2016,ME,2016,July,12 month-ending,Heroin (T40.1),57,Maine,7/1/2016,3.8
IowaJanuary2018,IA,2018,January,12 month-ending,Heroin (T40.1),58,Iowa,1/1/2018,2.8
New HampshireApril2016,NH,2016,April,12 month-ending,Heroin (T40.1),58,New Hampshire,4/1/2016,2.9
Rhode IslandNovember2015,RI,2015,November,12 month-ending,Heroin (T40.1),58,Rhode Island,11/1/2015,5.5
VermontNovember2018,VT,2018,November,12 month-ending,Heroin (T40.1),59,Vermont,11/1/2018,2.4
MaineAugust2016,ME,2016,August,12 month-ending,Heroin (T40.1),59,Maine,8/1/2016,3.7
OklahomaJanuary2018,OK,2018,January,12 month-ending,Heroin (T40.1),59,Oklahoma,1/1/2018,3.9
OklahomaNovember2017,OK,2017,November,12 month-ending,Heroin (T40.1),59,Oklahoma,11/1/2017,4
MaineJanuary2017,ME,2017,January,12 month-ending,Heroin (T40.1),60,Maine,1/1/2017,3.6
OklahomaDecember2017,OK,2017,December,12 month-ending,Heroin (T40.1),60,Oklahoma,12/1/2017,3.9
Rhode IslandOctober2015,RI,2015,October,12 month-ending,Heroin (T40.1),60,Rhode Island,10/1/2015,5.6
IowaNovember2017,IA,2017,November,12 month-ending,Heroin (T40.1),61,Iowa,11/1/2017,2.9
IowaAugust2017,IA,2017,August,12 month-ending,Heroin (T40.1),61,Iowa,8/1/2017,3.1
OklahomaOctober2017,OK,2017,October,12 month-ending,Heroin (T40.1),61,Oklahoma,10/1/2017,4
OklahomaApril2017,OK,2017,April,12 month-ending,Heroin (T40.1),61,Oklahoma,4/1/2017,4.3
OklahomaMarch2017,OK,2017,March,12 month-ending,Heroin (T40.1),61,Oklahoma,3/1/2017,4.4
MaineMarch2017,ME,2017,March,12 month-ending,Heroin (T40.1),62,Maine,3/1/2017,3.5
OklahomaJune2017,OK,2017,June,12 month-ending,Heroin (T40.1),62,Oklahoma,6/1/2017,4.2
VermontDecember2018,VT,2018,December,12 month-ending,Heroin (T40.1),63,Vermont,12/1/2018,2.4
VermontOctober2018,VT,2018,October,12 month-ending,Heroin (T40.1),64,Vermont,10/1/2018,2.4
IowaDecember2017,IA,2017,December,12 month-ending,Heroin (T40.1),64,Iowa,12/1/2017,2.8
IowaOctober2017,IA,2017,October,12 month-ending,Heroin (T40.1),64,Iowa,10/1/2017,2.9
MaineJuly2017,ME,2017,July,12 month-ending,Heroin (T40.1),64,Maine,7/1/2017,3.4
South CarolinaJanuary2015,SC,2015,January,12 month-ending,Heroin (T40.1),64,South Carolina,1/1/2015,6.5
District of ColumbiaSeptember2015,DC,2015,September,12 month-ending,Heroin (T40.1),64,District of Columbia,9/1/2015,6.6
MaineApril2017,ME,2017,April,12 month-ending,Heroin (T40.1),65,Maine,4/1/2017,3.5
OklahomaAugust2017,OK,2017,August,12 month-ending,Heroin (T40.1),65,Oklahoma,8/1/2017,4.1
OklahomaSeptember2017,OK,2017,September,12 month-ending,Heroin (T40.1),65,Oklahoma,9/1/2017,4.1
OklahomaJuly2017,OK,2017,July,12 month-ending,Heroin (T40.1),65,Oklahoma,7/1/2017,4.2
MaineAugust2017,ME,2017,August,12 month-ending,Heroin (T40.1),66,Maine,8/1/2017,3.3
OklahomaJune2018,OK,2018,June,12 month-ending,Heroin (T40.1),66,Oklahoma,6/1/2018,3.4
MaineMay2017,ME,2017,May,12 month-ending,Heroin (T40.1),66,Maine,5/1/2017,3.5
OklahomaMay2018,OK,2018,May,12 month-ending,Heroin (T40.1),66,Oklahoma,5/1/2018,3.5
VermontJanuary2019,VT,2019,January,12 month-ending,Heroin (T40.1),67,Vermont,1/1/2019,2.4
New HampshireMarch2016,NH,2016,March,12 month-ending,Heroin (T40.1),67,New Hampshire,3/1/2016,2.9
MaineDecember2018,ME,2018,December,12 month-ending,Heroin (T40.1),67,Maine,12/1/2018,3.3
OklahomaJuly2018,OK,2018,July,12 month-ending,Heroin (T40.1),67,Oklahoma,7/1/2018,3.3
Rhode IslandSeptember2015,RI,2015,September,12 month-ending,Heroin (T40.1),67,Rhode Island,9/1/2015,5.7
Rhode IslandAugust2015,RI,2015,August,12 month-ending,Heroin (T40.1),67,Rhode Island,8/1/2015,5.8
MaineJanuary2019,ME,2019,January,12 month-ending,Heroin (T40.1),68,Maine,1/1/2019,3.2
MaineSeptember2017,ME,2017,September,12 month-ending,Heroin (T40.1),68,Maine,9/1/2017,3.3
MaineJune2017,ME,2017,June,12 month-ending,Heroin (T40.1),68,Maine,6/1/2017,3.4
NevadaJanuary2015,NV,2015,January,12 month-ending,Heroin (T40.1),68,Nevada,1/1/2015,7.2
District of ColumbiaOctober2015,DC,2015,October,12 month-ending,Heroin (T40.1),69,District of Columbia,10/1/2015,6.6
OklahomaAugust2018,OK,2018,August,12 month-ending,Heroin (T40.1),70,Oklahoma,8/1/2018,3.2
OklahomaSeptember2018,OK,2018,September,12 month-ending,Heroin (T40.1),70,Oklahoma,9/1/2018,3.2
MaineSeptember2018,ME,2018,September,12 month-ending,Heroin (T40.1),70,Maine,9/1/2018,3.3
Rhode IslandMay2015,RI,2015,May,12 month-ending,Heroin (T40.1),71,Rhode Island,5/1/2015,6.2
Rhode IslandJanuary2015,RI,2015,January,12 month-ending,Heroin (T40.1),71,Rhode Island,1/1/2015,6.6
NevadaMarch2015,NV,2015,March,12 month-ending,Heroin (T40.1),71,Nevada,3/1/2015,7
MaineJanuary2018,ME,2018,January,12 month-ending,Heroin (T40.1),72,Maine,1/1/2018,3.1
MaineNovember2017,ME,2017,November,12 month-ending,Heroin (T40.1),72,Maine,11/1/2017,3.2
MaineJune2018,ME,2018,June,12 month-ending,Heroin (T40.1),72,Maine,6/1/2018,3.3
MaineNovember2018,ME,2018,November,12 month-ending,Heroin (T40.1),72,Maine,11/1/2018,3.3
MaineOctober2018,ME,2018,October,12 month-ending,Heroin (T40.1),72,Maine,10/1/2018,3.3
South CarolinaJune2015,SC,2015,June,12 month-ending,Heroin (T40.1),72,South Carolina,6/1/2015,6
MaineMarch2018,ME,2018,March,12 month-ending,Heroin (T40.1),73,Maine,3/1/2018,3.2
Rhode IslandJuly2015,RI,2015,July,12 month-ending,Heroin (T40.1),73,Rhode Island,7/1/2015,5.9
Rhode IslandJune2015,RI,2015,June,12 month-ending,Heroin (T40.1),73,Rhode Island,6/1/2015,6
MaineApril2018,ME,2018,April,12 month-ending,Heroin (T40.1),74,Maine,4/1/2018,3.2
OklahomaOctober2018,OK,2018,October,12 month-ending,Heroin (T40.1),74,Oklahoma,10/1/2018,3.2
MaineAugust2018,ME,2018,August,12 month-ending,Heroin (T40.1),74,Maine,8/1/2018,3.3
NevadaApril2015,NV,2015,April,12 month-ending,Heroin (T40.1),74,Nevada,4/1/2015,6.9
MaineDecember2017,ME,2017,December,12 month-ending,Heroin (T40.1),75,Maine,12/1/2017,3.1
OklahomaNovember2018,OK,2018,November,12 month-ending,Heroin (T40.1),75,Oklahoma,11/1/2018,3.2
OklahomaJanuary2019,OK,2019,January,12 month-ending,Heroin (T40.1),75,Oklahoma,1/1/2019,3.3
South CarolinaJuly2015,SC,2015,July,12 month-ending,Heroin (T40.1),75,South Carolina,7/1/2015,5.9
South CarolinaMarch2015,SC,2015,March,12 month-ending,Heroin (T40.1),75,South Carolina,3/1/2015,6.4
MaineOctober2017,ME,2017,October,12 month-ending,Heroin (T40.1),76,Maine,10/1/2017,3.2
Rhode IslandApril2015,RI,2015,April,12 month-ending,Heroin (T40.1),76,Rhode Island,4/1/2015,6.3
South CarolinaApril2015,SC,2015,April,12 month-ending,Heroin (T40.1),76,South Carolina,4/1/2015,6.3
MaineMay2018,ME,2018,May,12 month-ending,Heroin (T40.1),77,Maine,5/1/2018,3.2
District of ColumbiaNovember2015,DC,2015,November,12 month-ending,Heroin (T40.1),77,District of Columbia,11/1/2015,6.5
NevadaMay2015,NV,2015,May,12 month-ending,Heroin (T40.1),77,Nevada,5/1/2015,6.9
New HampshireJanuary2016,NH,2016,January,12 month-ending,Heroin (T40.1),78,New Hampshire,1/1/2016,2.9
MaineJuly2018,ME,2018,July,12 month-ending,Heroin (T40.1),78,Maine,7/1/2018,3.3
Rhode IslandMarch2015,RI,2015,March,12 month-ending,Heroin (T40.1),78,Rhode Island,3/1/2015,6.4
New HampshireDecember2015,NH,2015,December,12 month-ending,Heroin (T40.1),79,New Hampshire,12/1/2015,3
South CarolinaMay2015,SC,2015,May,12 month-ending,Heroin (T40.1),79,South Carolina,5/1/2015,6.2
South CarolinaAugust2015,SC,2015,August,12 month-ending,Heroin (T40.1),80,South Carolina,8/1/2015,5.8
OklahomaDecember2018,OK,2018,December,12 month-ending,Heroin (T40.1),81,Oklahoma,12/1/2018,3.3
South CarolinaSeptember2015,SC,2015,September,12 month-ending,Heroin (T40.1),83,South Carolina,9/1/2015,5.6
District of ColumbiaDecember2015,DC,2015,December,12 month-ending,Heroin (T40.1),83,District of Columbia,12/1/2015,6.5
NevadaJuly2015,NV,2015,July,12 month-ending,Heroin (T40.1),83,Nevada,7/1/2015,6.7
District of ColumbiaJanuary2016,DC,2016,January,12 month-ending,Heroin (T40.1),84,District of Columbia,1/1/2016,6.4
NevadaJune2015,NV,2015,June,12 month-ending,Heroin (T40.1),84,Nevada,6/1/2015,6.8
New HampshireNovember2015,NH,2015,November,12 month-ending,Heroin (T40.1),86,New Hampshire,11/1/2015,3
New HampshireAugust2015,NH,2015,August,12 month-ending,Heroin (T40.1),86,New Hampshire,8/1/2015,3.2
South CarolinaOctober2015,SC,2015,October,12 month-ending,Heroin (T40.1),86,South Carolina,10/1/2015,5.6
New HampshireOctober2015,NH,2015,October,12 month-ending,Heroin (T40.1),87,New Hampshire,10/1/2015,3.1
New HampshireSeptember2015,NH,2015,September,12 month-ending,Heroin (T40.1),87,New Hampshire,9/1/2015,3.2
South CarolinaNovember2015,SC,2015,November,12 month-ending,Heroin (T40.1),87,South Carolina,11/1/2015,5.5
NevadaSeptember2015,NV,2015,September,12 month-ending,Heroin (T40.1),88,Nevada,9/1/2015,6.6
NevadaAugust2015,NV,2015,August,12 month-ending,Heroin (T40.1),88,Nevada,8/1/2015,6.7
District of ColumbiaMarch2016,DC,2016,March,12 month-ending,Heroin (T40.1),89,District of Columbia,3/1/2016,6.2
NevadaJanuary2016,NV,2016,January,12 month-ending,Heroin (T40.1),90,Nevada,1/1/2016,6.2
NevadaDecember2015,NV,2015,December,12 month-ending,Heroin (T40.1),91,Nevada,12/1/2015,6.3
NevadaNovember2015,NV,2015,November,12 month-ending,Heroin (T40.1),91,Nevada,11/1/2015,6.4
New HampshireJuly2015,NH,2015,July,12 month-ending,Heroin (T40.1),92,New Hampshire,7/1/2015,3.3
NevadaDecember2016,NV,2016,December,12 month-ending,Heroin (T40.1),92,Nevada,12/1/2016,5.3
South CarolinaMarch2016,SC,2016,March,12 month-ending,Heroin (T40.1),92,South Carolina,3/1/2016,5.3
NevadaJune2016,NV,2016,June,12 month-ending,Heroin (T40.1),92,Nevada,6/1/2016,5.7
NevadaMay2016,NV,2016,May,12 month-ending,Heroin (T40.1),92,Nevada,5/1/2016,5.8
NevadaApril2016,NV,2016,April,12 month-ending,Heroin (T40.1),92,Nevada,4/1/2016,5.9
NevadaOctober2016,NV,2016,October,12 month-ending,Heroin (T40.1),93,Nevada,10/1/2016,5.4
South CarolinaDecember2015,SC,2015,December,12 month-ending,Heroin (T40.1),93,South Carolina,12/1/2015,5.5
District of ColumbiaDecember2018,DC,2018,December,12 month-ending,Heroin (T40.1),93,District of Columbia,12/1/2018,5.7
NevadaMarch2016,NV,2016,March,12 month-ending,Heroin (T40.1),93,Nevada,3/1/2016,6
NevadaOctober2015,NV,2015,October,12 month-ending,Heroin (T40.1),94,Nevada,10/1/2015,6.5
District of ColumbiaApril2016,DC,2016,April,12 month-ending,Heroin (T40.1),95,District of Columbia,4/1/2016,6.1
South CarolinaJanuary2016,SC,2016,January,12 month-ending,Heroin (T40.1),96,South Carolina,1/1/2016,5.4
NevadaNovember2016,NV,2016,November,12 month-ending,Heroin (T40.1),96,Nevada,11/1/2016,5.4
NevadaSeptember2016,NV,2016,September,12 month-ending,Heroin (T40.1),96,Nevada,9/1/2016,5.5
New HampshireJanuary2015,NH,2015,January,12 month-ending,Heroin (T40.1),97,New Hampshire,1/1/2015,3.8
NevadaAugust2016,NV,2016,August,12 month-ending,Heroin (T40.1),97,Nevada,8/1/2016,5.6
NevadaJuly2016,NV,2016,July,12 month-ending,Heroin (T40.1),97,Nevada,7/1/2016,5.6
District of ColumbiaJune2018,DC,2018,June,12 month-ending,Heroin (T40.1),97,District of Columbia,6/1/2018,5.7
District of ColumbiaJanuary2019,DC,2019,January,12 month-ending,Heroin (T40.1),97,District of Columbia,1/1/2019,5.8
NevadaSeptember2017,NV,2017,September,12 month-ending,Heroin (T40.1),98,Nevada,9/1/2017,4.9
NevadaJune2017,NV,2017,June,12 month-ending,Heroin (T40.1),98,Nevada,6/1/2017,5
District of ColumbiaJuly2018,DC,2018,July,12 month-ending,Heroin (T40.1),98,District of Columbia,7/1/2018,5.7
New HampshireJune2015,NH,2015,June,12 month-ending,Heroin (T40.1),99,New Hampshire,6/1/2015,3.4
OregonAugust2017,OR,2017,August,12 month-ending,Heroin (T40.1),99,Oregon,8/1/2017,4.1
OregonJuly2017,OR,2017,July,12 month-ending,Heroin (T40.1),99,Oregon,7/1/2017,4.1
OregonSeptember2017,OR,2017,September,12 month-ending,Heroin (T40.1),99,Oregon,9/1/2017,4.1
NevadaJanuary2018,NV,2018,January,12 month-ending,Heroin (T40.1),99,Nevada,1/1/2018,4.7
NevadaJuly2017,NV,2017,July,12 month-ending,Heroin (T40.1),99,Nevada,7/1/2017,5
New HampshireMay2015,NH,2015,May,12 month-ending,Heroin (T40.1),100,New Hampshire,5/1/2015,3.5
New HampshireMarch2015,NH,2015,March,12 month-ending,Heroin (T40.1),100,New Hampshire,3/1/2015,3.7
NevadaNovember2017,NV,2017,November,12 month-ending,Heroin (T40.1),100,Nevada,11/1/2017,4.8
NevadaAugust2017,NV,2017,August,12 month-ending,Heroin (T40.1),100,Nevada,8/1/2017,4.9
NevadaApril2017,NV,2017,April,12 month-ending,Heroin (T40.1),100,Nevada,4/1/2017,5.1
NevadaMay2017,NV,2017,May,12 month-ending,Heroin (T40.1),100,Nevada,5/1/2017,5.1
District of ColumbiaAugust2018,DC,2018,August,12 month-ending,Heroin (T40.1),100,District of Columbia,8/1/2018,5.6
District of ColumbiaSeptember2018,DC,2018,September,12 month-ending,Heroin (T40.1),100,District of Columbia,9/1/2018,5.6
District of ColumbiaNovember2018,DC,2018,November,12 month-ending,Heroin (T40.1),100,District of Columbia,11/1/2018,5.7
NevadaMarch2017,NV,2017,March,12 month-ending,Heroin (T40.1),101,Nevada,3/1/2017,5.2
District of ColumbiaMay2018,DC,2018,May,12 month-ending,Heroin (T40.1),101,District of Columbia,5/1/2018,5.7
OregonJune2017,OR,2017,June,12 month-ending,Heroin (T40.1),102,Oregon,6/1/2017,4.1
NevadaMarch2018,NV,2018,March,12 month-ending,Heroin (T40.1),102,Nevada,3/1/2018,4.6
NevadaOctober2017,NV,2017,October,12 month-ending,Heroin (T40.1),102,Nevada,10/1/2017,4.9
South CarolinaApril2016,SC,2016,April,12 month-ending,Heroin (T40.1),102,South Carolina,4/1/2016,5.2
NevadaJanuary2017,NV,2017,January,12 month-ending,Heroin (T40.1),103,Nevada,1/1/2017,5.2
District of ColumbiaOctober2018,DC,2018,October,12 month-ending,Heroin (T40.1),103,District of Columbia,10/1/2018,5.6
NevadaApril2018,NV,2018,April,12 month-ending,Heroin (T40.1),104,Nevada,4/1/2018,4.6
NevadaDecember2017,NV,2017,December,12 month-ending,Heroin (T40.1),104,Nevada,12/1/2017,4.8
South CarolinaMay2016,SC,2016,May,12 month-ending,Heroin (T40.1),105,South Carolina,5/1/2016,5.2
New HampshireApril2015,NH,2015,April,12 month-ending,Heroin (T40.1),106,New Hampshire,4/1/2015,3.6
NevadaMay2018,NV,2018,May,12 month-ending,Heroin (T40.1),106,Nevada,5/1/2018,4.5
OregonDecember2015,OR,2015,December,12 month-ending,Heroin (T40.1),106,Oregon,12/1/2015,5.1
OregonOctober2017,OR,2017,October,12 month-ending,Heroin (T40.1),107,Oregon,10/1/2017,4.1
District of ColumbiaMay2016,DC,2016,May,12 month-ending,Heroin (T40.1),107,District of Columbia,5/1/2016,6.1
OregonJanuary2017,OR,2017,January,12 month-ending,Heroin (T40.1),108,Oregon,1/1/2017,4.2
South CarolinaDecember2016,SC,2016,December,12 month-ending,Heroin (T40.1),108,South Carolina,12/1/2016,4.6
NevadaJune2018,NV,2018,June,12 month-ending,Heroin (T40.1),109,Nevada,6/1/2018,4.4
OregonJanuary2016,OR,2016,January,12 month-ending,Heroin (T40.1),109,Oregon,1/1/2016,5.1
District of ColumbiaApril2018,DC,2018,April,12 month-ending,Heroin (T40.1),109,District of Columbia,4/1/2018,5.8
UtahApril2015,UT,2015,April,12 month-ending,Heroin (T40.1),110,Utah,4/1/2015,3.6
OregonMarch2016,OR,2016,March,12 month-ending,Heroin (T40.1),110,Oregon,3/1/2016,5
OregonMarch2017,OR,2017,March,12 month-ending,Heroin (T40.1),111,Oregon,3/1/2017,4.1
South CarolinaJanuary2017,SC,2017,January,12 month-ending,Heroin (T40.1),111,South Carolina,1/1/2017,4.5
OregonNovember2015,OR,2015,November,12 month-ending,Heroin (T40.1),111,Oregon,11/1/2015,5.2
UtahMay2015,UT,2015,May,12 month-ending,Heroin (T40.1),112,Utah,5/1/2015,3.6
OregonApril2017,OR,2017,April,12 month-ending,Heroin (T40.1),112,Oregon,4/1/2017,4.1
OregonMay2017,OR,2017,May,12 month-ending,Heroin (T40.1),112,Oregon,5/1/2017,4.1
NevadaOctober2018,NV,2018,October,12 month-ending,Heroin (T40.1),112,Nevada,10/1/2018,4.3
South CarolinaSeptember2016,SC,2016,September,12 month-ending,Heroin (T40.1),112,South Carolina,9/1/2016,4.8
OregonApril2016,OR,2016,April,12 month-ending,Heroin (T40.1),112,Oregon,4/1/2016,5
OregonDecember2016,OR,2016,December,12 month-ending,Heroin (T40.1),113,Oregon,12/1/2016,4.3
OregonNovember2016,OR,2016,November,12 month-ending,Heroin (T40.1),113,Oregon,11/1/2016,4.4
OregonOctober2016,OR,2016,October,12 month-ending,Heroin (T40.1),113,Oregon,10/1/2016,4.6
South CarolinaNovember2016,SC,2016,November,12 month-ending,Heroin (T40.1),113,South Carolina,11/1/2016,4.7
OregonMay2015,OR,2015,May,12 month-ending,Heroin (T40.1),113,Oregon,5/1/2015,5.7
District of ColumbiaJune2016,DC,2016,June,12 month-ending,Heroin (T40.1),113,District of Columbia,6/1/2016,6.1
UtahJanuary2015,UT,2015,January,12 month-ending,Heroin (T40.1),114,Utah,1/1/2015,3.6
UtahMarch2015,UT,2015,March,12 month-ending,Heroin (T40.1),114,Utah,3/1/2015,3.6
OregonNovember2017,OR,2017,November,12 month-ending,Heroin (T40.1),114,Oregon,11/1/2017,4.1
NevadaNovember2018,NV,2018,November,12 month-ending,Heroin (T40.1),114,Nevada,11/1/2018,4.3
NevadaSeptember2018,NV,2018,September,12 month-ending,Heroin (T40.1),114,Nevada,9/1/2018,4.3
NevadaAugust2018,NV,2018,August,12 month-ending,Heroin (T40.1),114,Nevada,8/1/2018,4.4
South CarolinaJuly2016,SC,2016,July,12 month-ending,Heroin (T40.1),114,South Carolina,7/1/2016,5
District of ColumbiaMarch2018,DC,2018,March,12 month-ending,Heroin (T40.1),114,District of Columbia,3/1/2018,5.8
New MexicoJuly2018,NM,2018,July,12 month-ending,Heroin (T40.1),115,New Mexico,7/1/2018,4.8
South CarolinaJune2016,SC,2016,June,12 month-ending,Heroin (T40.1),115,South Carolina,6/1/2016,5.1
UtahJuly2015,UT,2015,July,12 month-ending,Heroin (T40.1),116,Utah,7/1/2015,3.6
UtahJune2015,UT,2015,June,12 month-ending,Heroin (T40.1),116,Utah,6/1/2015,3.6
South CarolinaApril2017,SC,2017,April,12 month-ending,Heroin (T40.1),116,South Carolina,4/1/2017,4.3
NevadaJuly2018,NV,2018,July,12 month-ending,Heroin (T40.1),116,Nevada,7/1/2018,4.4
South CarolinaOctober2016,SC,2016,October,12 month-ending,Heroin (T40.1),116,South Carolina,10/1/2016,4.7
South CarolinaAugust2016,SC,2016,August,12 month-ending,Heroin (T40.1),116,South Carolina,8/1/2016,4.9
OregonAugust2015,OR,2015,August,12 month-ending,Heroin (T40.1),116,Oregon,8/1/2015,5.5
OregonJuly2015,OR,2015,July,12 month-ending,Heroin (T40.1),116,Oregon,7/1/2015,5.6
OregonOctober2015,OR,2015,October,12 month-ending,Heroin (T40.1),117,Oregon,10/1/2015,5.3
OregonJune2015,OR,2015,June,12 month-ending,Heroin (T40.1),117,Oregon,6/1/2015,5.7
District of ColumbiaJuly2016,DC,2016,July,12 month-ending,Heroin (T40.1),117,District of Columbia,7/1/2016,6.1
NevadaDecember2018,NV,2018,December,12 month-ending,Heroin (T40.1),118,Nevada,12/1/2018,4.2
OregonMay2016,OR,2016,May,12 month-ending,Heroin (T40.1),118,Oregon,5/1/2016,5
UtahAugust2015,UT,2015,August,12 month-ending,Heroin (T40.1),119,Utah,8/1/2015,3.6
OregonDecember2017,OR,2017,December,12 month-ending,Heroin (T40.1),119,Oregon,12/1/2017,4.1
South CarolinaMarch2017,SC,2017,March,12 month-ending,Heroin (T40.1),119,South Carolina,3/1/2017,4.4
OregonSeptember2016,OR,2016,September,12 month-ending,Heroin (T40.1),119,Oregon,9/1/2016,4.7
OregonSeptember2015,OR,2015,September,12 month-ending,Heroin (T40.1),120,Oregon,9/1/2015,5.4
District of ColumbiaSeptember2016,DC,2016,September,12 month-ending,Heroin (T40.1),120,District of Columbia,9/1/2016,6
OregonMarch2018,OR,2018,March,12 month-ending,Heroin (T40.1),121,Oregon,3/1/2018,4.1
OregonAugust2016,OR,2016,August,12 month-ending,Heroin (T40.1),121,Oregon,8/1/2016,4.8
OregonJuly2016,OR,2016,July,12 month-ending,Heroin (T40.1),121,Oregon,7/1/2016,4.9
OregonJune2016,OR,2016,June,12 month-ending,Heroin (T40.1),121,Oregon,6/1/2016,5
District of ColumbiaAugust2016,DC,2016,August,12 month-ending,Heroin (T40.1),121,District of Columbia,8/1/2016,6
NevadaJanuary2019,NV,2019,January,12 month-ending,Heroin (T40.1),122,Nevada,1/1/2019,4.2
New MexicoAugust2018,NM,2018,August,12 month-ending,Heroin (T40.1),122,New Mexico,8/1/2018,4.8
District of ColumbiaOctober2016,DC,2016,October,12 month-ending,Heroin (T40.1),122,District of Columbia,10/1/2016,6
New MexicoMay2018,NM,2018,May,12 month-ending,Heroin (T40.1),123,New Mexico,5/1/2018,4.8
OregonJanuary2018,OR,2018,January,12 month-ending,Heroin (T40.1),124,Oregon,1/1/2018,4.1
New MexicoApril2018,NM,2018,April,12 month-ending,Heroin (T40.1),124,New Mexico,4/1/2018,4.9
OregonMarch2015,OR,2015,March,12 month-ending,Heroin (T40.1),125,Oregon,3/1/2015,5.8
OregonApril2015,OR,2015,April,12 month-ending,Heroin (T40.1),126,Oregon,4/1/2015,5.8
OregonJanuary2015,OR,2015,January,12 month-ending,Heroin (T40.1),126,Oregon,1/1/2015,6
UtahDecember2015,UT,2015,December,12 month-ending,Heroin (T40.1),128,Utah,12/1/2015,3.6
UtahSeptember2015,UT,2015,September,12 month-ending,Heroin (T40.1),128,Utah,9/1/2015,3.6
New MexicoOctober2018,NM,2018,October,12 month-ending,Heroin (T40.1),129,New Mexico,10/1/2018,4.9
UtahJanuary2016,UT,2016,January,12 month-ending,Heroin (T40.1),130,Utah,1/1/2016,3.6
OregonApril2018,OR,2018,April,12 month-ending,Heroin (T40.1),130,Oregon,4/1/2018,4
South CarolinaMay2017,SC,2017,May,12 month-ending,Heroin (T40.1),130,South Carolina,5/1/2017,4.3
New MexicoJune2018,NM,2018,June,12 month-ending,Heroin (T40.1),130,New Mexico,6/1/2018,4.8
New MexicoDecember2018,NM,2018,December,12 month-ending,Heroin (T40.1),130,New Mexico,12/1/2018,4.9
New MexicoNovember2018,NM,2018,November,12 month-ending,Heroin (T40.1),130,New Mexico,11/1/2018,4.9
New MexicoJanuary2019,NM,2019,January,12 month-ending,Heroin (T40.1),130,New Mexico,1/1/2019,5
UtahOctober2015,UT,2015,October,12 month-ending,Heroin (T40.1),131,Utah,10/1/2015,3.6
UtahNovember2015,UT,2015,November,12 month-ending,Heroin (T40.1),132,Utah,11/1/2015,3.6
South CarolinaJune2017,SC,2017,June,12 month-ending,Heroin (T40.1),133,South Carolina,6/1/2017,4.3
New MexicoSeptember2018,NM,2018,September,12 month-ending,Heroin (T40.1),133,New Mexico,9/1/2018,4.8
South CarolinaJuly2017,SC,2017,July,12 month-ending,Heroin (T40.1),134,South Carolina,7/1/2017,4.3
New MexicoMarch2018,NM,2018,March,12 month-ending,Heroin (T40.1),134,New Mexico,3/1/2018,5
OregonMay2018,OR,2018,May,12 month-ending,Heroin (T40.1),135,Oregon,5/1/2018,4
South CarolinaAugust2018,SC,2018,August,12 month-ending,Heroin (T40.1),137,South Carolina,8/1/2018,3.3
South CarolinaAugust2017,SC,2017,August,12 month-ending,Heroin (T40.1),137,South Carolina,8/1/2017,4.3
District of ColumbiaNovember2016,DC,2016,November,12 month-ending,Heroin (T40.1),137,District of Columbia,11/1/2016,6
DelawareSeptember2018,DE,2018,September,12 month-ending,Heroin (T40.1),138,Delaware,9/1/2018,3.6
South CarolinaSeptember2017,SC,2017,September,12 month-ending,Heroin (T40.1),138,South Carolina,9/1/2017,4.2
District of ColumbiaJanuary2018,DC,2018,January,12 month-ending,Heroin (T40.1),138,District of Columbia,1/1/2018,5.8
UtahOctober2017,UT,2017,October,12 month-ending,Heroin (T40.1),139,Utah,10/1/2017,3.2
UtahJuly2017,UT,2017,July,12 month-ending,Heroin (T40.1),139,Utah,7/1/2017,3.3
New MexicoJanuary2016,NM,2016,January,12 month-ending,Heroin (T40.1),139,New Mexico,1/1/2016,6.5
South CarolinaJuly2018,SC,2018,July,12 month-ending,Heroin (T40.1),140,South Carolina,7/1/2018,3.3
New MexicoJanuary2018,NM,2018,January,12 month-ending,Heroin (T40.1),140,New Mexico,1/1/2018,5.2
UtahMarch2018,UT,2018,March,12 month-ending,Heroin (T40.1),141,Utah,3/1/2018,3.1
UtahAugust2017,UT,2017,August,12 month-ending,Heroin (T40.1),141,Utah,8/1/2017,3.3
South CarolinaSeptember2018,SC,2018,September,12 month-ending,Heroin (T40.1),141,South Carolina,9/1/2018,3.3
DelawareMarch2018,DE,2018,March,12 month-ending,Heroin (T40.1),141,Delaware,3/1/2018,4
UtahJanuary2018,UT,2018,January,12 month-ending,Heroin (T40.1),142,Utah,1/1/2018,3.1
UtahNovember2017,UT,2017,November,12 month-ending,Heroin (T40.1),142,Utah,11/1/2017,3.2
DelawareOctober2018,DE,2018,October,12 month-ending,Heroin (T40.1),142,Delaware,10/1/2018,3.6
DelawareAugust2018,DE,2018,August,12 month-ending,Heroin (T40.1),142,Delaware,8/1/2018,3.7
South CarolinaOctober2017,SC,2017,October,12 month-ending,Heroin (T40.1),142,South Carolina,10/1/2017,4.2
DelawareApril2018,DE,2018,April,12 month-ending,Heroin (T40.1),143,Delaware,4/1/2018,3.9
South CarolinaJanuary2018,SC,2018,January,12 month-ending,Heroin (T40.1),143,South Carolina,1/1/2018,3.9
